0x4103d0	AbstractClass_Load_ClearExtensionSlot
0x4dfabd	FootClass_Try_Grinding_CheckIfAllowed
0x4dfb28	FootClass_FindGrinder_CheckValid
0x4dfc39	FootClass_FindBioReactor_CheckValid
0x4dfc83	FootClass_EnterBioReactor_NoQueueUpToUnload
0x4dfd92	FootClass_FindBattleBunker_CheckValid
0x4dfed2	FootClass_FindGarrisonStructure_CheckValid
0x4e0024	FootClass_FindTankBunker_CheckValid
0x4e1a84	GadgetClass_DTOR_ClearCurrentOverGadget
0x4f43be	GScreenClass_GetInputAndUpdate_CheckHoverState
0x4f4583	GScreenClass_DrawText
0x4f4589	GScreenClass_NewMessageListDraw
0x4f6532	HouseClass_CTOR
0x4f7371	HouseClass_DTOR
0x4f7877	HouseClass_CanBuild_UpgradesInteraction_WithoutAres
0x4f8361	HouseClass_CanBuild_UpgradesInteraction
0x4f8acc	HouseClass_Update_ResetTeamDelay
0x4f9038	HouseClass_AI_Superweapons
0x4f91a4	HouseClass_AI_BuildingProductionCheck
0x4f9250	HouseClass_AI_NavalProductionFix
0x4f92fb	HouseClass_UpdateTechTree_SWSidebar
0x4fa520	HouseClass_BeginProduction_SkipBuilding
0x4fa612	HouseClass_BeginProduction_ForceRedrawStrip
0x4faad8	HouseClass_AbandonProduction_RewriteForBuilding
0x4fb2de	HouseClass_PlaceObject_HotkeyFix
0x4fb63a	HouseClass_UnitFromFactory_DisablingEVAUnitReady
0x4fb64b	HouseClass_UnitFromFactory_VoiceCreated
0x4fb6fc	HouseClass_JustBuilt_NavalProductionFix
0x4fcd66	HouseClass_WinLoseTheme
0x4fd166	HouseClass_RecalcCenter_SetContext
0x4fd1cd	HouseClass_RecalcCenter_LimboDelivery
0x4fd538	HouseClass_AIHouseUpdate_CheckAIBaseCenter
0x4fd616	HouseClass_UpdateAI_DontAngerOnAlly
0x4fd635	HouseClass_UpdateAI_DistCalcFix
0x4fd772	HouseClass_ClearForceEnemy
0x4fd77c	HouseClass_ExpertAI_Superweapons
0x4fd8f7	HouseClass_UpdateAI_OnLastLegs
0x4fe0a3	HouseClass_AI_RaiseMoney_NavalProductionFix
0x4ff9c9	HouseClass_ExcludeFromMultipleFactoryBonus
0x500910	HouseClass_GetFactoryCount
0x50114d	HouseClass_InitFromINI
0x502a80	HouseClass_RegisterGain
0x5047d0	HouseClass_UpdateAngerNodes_SetForceEnemy
0x508d8d	HouseClass_UpdatePower_AfterBuildings
0x508e17	HouseClass_UpdateRadar_FreeRadar
0x508f82	HouseClass_AI_CheckSpySat_IncludeUpgrades
0x50b669	HouseClass_ShouldDisableCameo_GreyCameo
0x50bf60	HouseClass_CalculateCostMultipliers
0x50c186	GetHouseIndexFromName_PlayerAtX
0x511635	HouseTypeClass_CTOR_1
0x511643	HouseTypeClass_CTOR_2
0x51214f	HouseTypeClass_LoadFromINI
0x5127cf	HouseTypeClass_DTOR
0x513d2c	HoverLocomotionClass_ProcessBobbing_DeployToLand2
0x513eaf	HoverLocomotionClass_ProcessBobbing_DeployToLand1
0x514a2a	HoverLocomotionClass_Process_DeployToLand
0x514a32	HoverLocomotionClass_Process_MakesWake
0x514ab4	Locomotion_Process_Wake
0x514c07	HoverLocomotionClass_Process_HoverShutdown
0x514e05	HoverLocomotionClass_MoveTo_DeployToLand
0x517a60	InfantryClass_CTOR
0x517f81	InfantryClass_DTOR
0x518434	InfantryClass_ReceiveDamage_SkipDeathAnim
0x518505	InfantryClass_ReceiveDamage_NotHuman
0x518fc8	InfantryClass_Draw_TintColor
0x519168	InfantryClass_Draw_Droppod
0x51933b	InfantryClass_DrawIt_LevelIntensity
0x51946d	InfantryClass_Draw_TintIntensity
0x5194ef	InfantryClass_DrawIt_DrawShadow
0x519776	InfantryClass_UpdatePosition_NoQueueUpToEnter
0x519790	InfantryClass_PerCellProcess_SkipDieSoundBeforeGrinding
0x51986a	InfantryClass_UpdatePosition_Grinding_Parasite
0x5198b3	InfantryClass_PerCellProcess_DoGrindingExtras
0x5198c3	FootClass_UpdatePosition_EnterGrinderSound
0x519f71	InfantryClass_UpdatePosition_BeforeBuildingChangeHouse
0x519fec	InfantryClass_UpdatePosition_EngineerRepair
0x51a002	InfantryClass_UpdatePosition_InfiltrateBuilding
0x51a298	InfantryClass_UpdatePosition_EnterBuilding_CheckSize
0x51a304	InfantryClass_UpdatePosition_EnterBioReactor
0x51a996	InfantryClass_PerCellProcess_KillOnImpassable
0x51aa40	InfantryClass_AssignDestination_SyncLog
0x51ab5c	InfantryClass_SetDestination_JJInfFix
0x51b1f0	InfantryClass_AssignTarget_SyncLog
0x51b20e	InfantryClass_AssignTarget_FireOnce
0x51b2bd	InfantryClass_UpdateTarget_IsControlledByHuman
0x51bafb	InfantryClass_ChronoSparkleDelay
0x51bb6e	TechnoClass_AI_TemporalTargetingMe_Fix
0x51bfa2	InfantryClass_IsCellOccupied_Start
0x51c1f1	InfantryClass_CanEnterCell_WallWeapon
0x51d45b	InfantryClass_Scatter_NoProcess
0x51d7e0	InfantryClass_DoAction_Water
0x51df82	InfantryClass_FireAt_ReloadInTransport
0x51e0e5	InfantryClass_Unlimbo_DynamicSight
0x51e462	InfantryClass_WhatAction_ObjectClass_SkipBomb
0x51e4fb	InfantryClass_WhatAction_ObjectClass_EnigneerEnterBuilding
0x51e63a	InfantryClass_WhatAction_Grinding_Engineer
0x51eae0	TechnoClass_WhatAction_AllowAirstrike
0x51ecc0	InfantryClass_WhatAction_ObjectClass_IsAreaFire
0x51ee36	InfantryClass_MouseOvetObject_NoQueueUpToEnter
0x51ee6b	InfantryClass_WhatAction_ObjectClass_InfiltrateForceAttack
0x51f0af	InfantryClass_WhatAction_Grinding
0x5206d2	InfantryClass_FiringAI_SetContext
0x5206e4	InfantryClass_FiringAI_SetFireError
0x520888	InfantryClass_UpdateFiring_IsSecondary
0x5209af	InfantryClass_FiringAI
0x5209ee	InfantryClass_UpdateFiring_BurstNoDelay
0x520ad2	InfantryClass_FiringAI_NoTarget
0x520ad9	InfantryClass_FiringAI_IsGattling
0x520b3e	InfantryClass_DoingAI_DeployConvert_Deploy
0x520b99	InfantryClass_DoingAI_DeployConvert_Undeploy
0x520e75	InfantryClass_DoingAI_DeployConvert_ResetFlags
0x5213b4	InfantryClass_AIDeployment_CheckRad
0x521417	InfantryClass_AIDeployment_DeployWeapon
0x521478	InfantryClass_AIDeployment_FireNotOKCloakFix
0x52182a	InfantryClass_MarkAllOccupationBits_SetOwnerIdx
0x5218c2	InfantryClass_UnmarkAllOccupationBits_ResetOwnerIdx
0x5218f3	InfantryClass_WhatWeaponShouldIUse_DeployFireWeapon
0x521d94	InfantryClass_CurrentSpeed_ProneSpeed
0x522373	InfantryClass_ApproachTarget_InfantryAutoDeploy
0x5223b3	InfantryClass_Approach_Target_DeployFireWeapon
0x522790	InfantryClass_ClearDisguise_DefaultDisguise
0x522d50	InfantryClass_SlaveGiveMoney_RecordBalanceBefore
0x522e4f	InfantryClass_SlaveGiveMoney_CheckBalanceAfter
0x5236b3	InfantryTypeClass_CTOR
0x523af0	InfantryTypeClass_DTOR
0x524734	InfantryTypeClass_ReadINI
0x52473f	InfantryTypeClass_LoadFromINI
0x524b53	InfantryTypeClass_Load
0x5276d0	INIClass_ReadInt_Overwrite
0x527920	INIClass_ReadGUID_Overwrite
0x5283d0	INIClass_ReadDouble_Overwrite
0x528bac	INIClass_GetString_Inheritance_NoEntry
0x5295f0	INIClass_ReadBool_Overwrite
0x529880	INIClass_ReadPoint2D_Overwrite
0x529ca0	INIClass_ReadPoint3D_Overwrite
0x52d149	InitRules_PostInit
0x52d21f	InitRules_ThingsThatShouldntBeSerailized
0x52f639	_YR_CmdLineParse
0x533066	CommandClassCallback_Register
0x533f50	Game_ScrollSidebar_Skip
0x5349a5	Map_ClearVectors_Veinhole
0x534fa7	Prep_For_Side
0x535005	ScenarioClass_LoadSide_SetEVAIndex
0x536fa0	ToggleRepariModeCommandClass_Execute_PlayerAutoRepair
0x5370a0	BeaconPlacementCommandClass_ExecuteSub_Start
0x53ad85	IonStormClass_AdjustLighting_ColorSchemes
0x53b276	PsyDom_Fire_Select
0x546c95	IsometricTileTypeClass_ReadINI_LunarFixes
0x54ad41	JumpjetLocomotionClass_Link_To_Object_LocomotorWarhead
0x54ae44	JumpjetLocomotionClass_LinkToObject_FixFacing
0x54b3e7	JumpjetLocomotionClass_Move_To_LocomotorWarheadFix
0x54bbd0	JumpjetLocomotionClass_Ascending_JumpjetStraightAscend
0x54bc99	JumpjetLocomotionClass_Ascending_BarracksExitCell
0x54c036	JumpjetLocomotionClass_State3_UpdateSensors
0x54c58e	JumpjetLocomotionClass_Descending_PathfindingChecks
0x54c76d	JumpjetLocomotionClass_Descending_DeployDir
0x54cb0e	JumpjetLocomotionClass_State5_CrashSpin
0x54cc16	JumpjetLocomotionClass_CrashDescent_OffMap
0x54cc9c	JumpjetLocomotionClass_ProcessCrashing_DropFix
0x54d06f	JumpjetLocomotionClass_ProcessCrashing_RemoveSensors
0x54d138	JumpjetLocomotionClass_Movement_AI_SpeedModifiers
0x54d208	JumpjetLocomotionClass_MovementAI_EMPWobble
0x54d326	JumpjetLocomotionClass_MovementAI_CrashSpeedFix
0x54d4c0	JumpjetLocomotionClass_sub_54D0F0_NoStuck
0x54d600	JumpjetLocomotionClass_MovementAI_JumpjetStraightAscend
0x54d820	JumpjetLocomotionClass_GetFloorZ_SetContext
0x54d827	JumpjetLocomotionClass_sub_54D820_PredictHeight
0x54d859	JumpjetLocomotionClass_GetFloorZ_IgnoreBuilding
0x54dac4	JumpjetLocomotionClass_EndPiggyback_Blyat
0x54fe60	LaserDrawClass_CTOR_Update
0x54ffb0	LaserDrawClass_DTOR_Tracking
0x550173	LaserDrawClass_Update_Tracking
0x550d1f	LaserDrawClass_DrawInHouseColor_Context_Set
0x550f47	LaserDrawClass_DrawInHouseColor_BetterDrawing
0x552f79	LoadProgressManager_Draw_MissingLoadingScreenDefaults
0x552fcb	LoadProgressMgr_Draw_PCXLoadingScreen_Campaign
0x5535d0	LoadProgressMgr_Draw_PCXLoadingScreen
0x558f4e	LoadOptionClass_Dialog_CenterListBox
0x55b4e1	LogicClass_Update_BeforeAll
0x55b5ff	LogicClass_AI_UpdateObjects
0x55bb09	LogicClass_RemoveObject_FixIndex
0x55d14f	AuxLoop_ShowBriefing
0x55d360	MainLoop_FrameStep_Begin
0x55dbcd	MainLoop_SaveGame
0x55dda0	MainLoop_FrameStep_NewMessageListManage
0x55ded5	MainLoop_FrameStep_End
0x55e160	SyncDelay_Start
0x55e33b	SyncDelay_End
0x55e477	Game_ComScenarioDialog_ChatBox
0x55e62f	Game_ComScenarioDialog_ChatBox2
0x55e693	Game_ComScenarioDialog_ChatBox3
0x55e746	Game_ComScenarioDialog_ChatBox4
0x55f1f8	MPDebugPrint_CheckDrawFlag
0x565bc0	MapClass_InitCells
0x5663fc	MapClass_SetMapDimensions_ReinitCell
0x566ab7	MapClass_SetMapDimensions_PostRestore
0x568432	MapClass_PlaceDown_0x0TerrainTypes
0x5684b1	MapClass_PlaceDown_BuildableTerrain
0x56bd8b	MapClass_PlaceRandomCrate_Sampling
0x577aff	MapClass_ResetShroud_CellCheck
0x577bf1	MapClass_ResetShroudForTMission_CellCheck
0x586780	MapClass_IsAreaFree
0x5885d1	MapClass_BuildingToFirestormWall_SkipExtraWalls
0x5887c1	MapClass_BuildingToWall_SkipExtraWalls
0x5b11dd	MechLocomotionClass_ProcessMoving_SlowdownDistance
0x5c49a7	MPCooperative_5C46E0_FPS
0x5d46c7	MessageListClass_Input
0x5f3e78	ObjectClass_AI_UpdateAlphaShape
0x5f3f86	ObjectClass_Update_Track
0x5f4021	ObjectClass_Update_FallingDown_ToDead
0x5f4160	ObjectClass_DropAsBomb_Track
0x5f46ae	ObjectClass_Select
0x5f4fef	ObjectClass_Unlimbo_UpdateTerrain
0x5f5053	ObjectClass_Unlimbo_AlphaImage
0x5f530b	ObjectClass_Disappear_AnnounceExpiredPointer
0x5f53aa	ObjectClass_ReceiveDamage_DyingFix
0x5f5416	ObjectClass_ReceiveDamage_CanC4DamageRounding
0x5f5480	ObjectClass_ReceiveDamage_FlashDuration
0x5f57a9	SetDisappearContext
0x5f57cf	ObjectClass_ReceiveDamage_Nonprovocative
0x5f5965	ObjectClass_SpawnParachuted_Track
0x5f5a62	ObjectClass_SpawnParachuted_BombParachute
0x5f5c80	ObjectClass_SetHealthPercentage_Round
0x5f6609	ObjectClass_UnInit_RefreshSidebar
0x5facdf	OptionsClass_LoadSettings_LoadPhobosSettings
0x5fd2b6	OverlayClass_Unlimbo_SkipTerrainCheck
0x5fd2e0	OverlayClass_ReadINI
0x5fd6a0	OverlayClass_WriteINI
0x5fe3a2	OverlayTypeClass_CTOR
0x5fea11	OverlayTypeClass_LoadFromINI
0x5fef61	OverlayTypeClass_SDDTOR
0x604985	GetDialogUIStatusLabels_ShowBriefing
0x61510e	WWUI_NewEditCtrl
0x623a9f	DSurface_sub_623880_DrawBitFontStrings
0x6298cc	ParasiteClass_AI_GrippleAnim
0x629c67	ParasiteClass_UpdateSquid_SinkableBySquid
0x629e9b	ParasiteClass_GrappleUpdate_MakeWake_SetContext
0x629fa3	ParasiteClass_GrappleUpdate_MakeWake
0x62a0aa	ParasiteClass_AI_CullingTarget
0x62a0d3	ParasiteClass_AI_ParticleSystem
0x62aa32	ParasiteClass_TryInfect_MissBehaviorFix
0x62ab69	ParasiteClass_CanExistOnVictimCell_AllowWaterExit
0x62b8bc	ParticleClass_CTOR_CoordAdjust
0x62be30	ParticleClass_Gas_AI_DriftSpeed
0x62d685	ParticleSystemClass_Fire_Coords
0x62e08b	ParticleSystemClass_DTOR_DetachAttachedSystem
0x62fa41	ParticleSystemClass_FireAI_TargetCoords
0x62ffbb	ParticleSystemClass_Load_OwnerHouse
0x638f1e	PlanningNodeClass_UpdateHoverNode_FixCheckValidity
0x638f70	PlanningNodeClass_UpdateHoverNode_SkipDuplicateLog
0x63fb5d	PowerClass_DrawIt
0x6403df	PowerClass_InitGUI
0x640b8d	LoadingScreen_DisableEmptySpawnPositions
0x640e78	LoadingScreen_DisableColorPoints
0x641b41	LoadingScreen_SkipPreview
0x641ee0	PreviewClass_ReadPreview
0x644215	ParticleSystemTypeClass_CTOR
0x644615	ParticleSystemTypeClass_LoadFromINI
0x644986	ParticleSystemTypeClass_SDDTOR
0x644dbb	ParticleTypeClass_CTOR
0x6453ff	ParticleTypeClass_LoadFromINI
0x645a3b	ParticleTypeClass_DTOR
0x64736d	Queue_AI_WriteDesyncLog
0x64b6fe	sub_64B660_GetEventSize
0x64be7d	sub_64BDD0_GetEventSize1
0x64c30e	sub_64BDD0_GetEventSize2
0x64cd11	ExecuteDoList_WriteDesyncLog
0x64d575	Game_PreProcessMegaMissionList_CheckForTargetCrdRecal2
0x64d592	Game_PreProcessMegaMissionList_CheckForTargetCrdRecal1
0x64d5c5	Game_PreProcessMegaMissionList_CheckForTargetCrdRecal3
0x652eab	RadarClass_InitForHouse
0x655ddd	RadarClass_ProcessPoint_RadarInvisible
0x65b28d	RadSiteClass_CTOR
0x65b2f4	RadSiteClass_DTOR
0x65b63e	RadSiteClass_Activate_LightFactor
0x65b6f2	RadSiteClass_Activate_TintFactor
0x65b843	RadSiteClass_AI_LevelDelay
0x65b8b9	RadSiteClass_AI_LightDelay
0x65bac1	RadSiteClass_UpdateLevel
0x65bb67	RadSite_Deactivate
0x65c7d0	Random2Class_Random_SyncLog
0x65c88a	Random2Class_RandomRanged_SyncLog
0x65de82	TeamTypeClass_CreateTeamMembers_Veterancy
0x65df67	TeamTypeClass_CreateMembers_LoadOntoTransport
0x65e6db	HouseClass_SendParadrop_PickEdgeCell
0x65e73a	HouseClass_SendParadrop_PlaceAircraft
0x65e881	HouseClass_SendAirstrike_PickEdgeCell
0x65e97f	HouseClass_CreateAirstrike_SetTargetForUnit
0x65e997	HouseClass_SendAirstrike_PlaceAircraft
0x65eb2d	HouseClass_SendSpyPlane_PickEdgeCell
0x65eb8d	HouseClass_SendSpyPlane_PlaceAircraft
0x65f764	BriefingDialog_ShowBriefing
0x662354	RocketLocomotionClass_Process_CruiseMissileCheck
0x6623fc	RocketLocomotionClass_Process_CustomSmokeInterval
0x6624fb	RocketLocomotionClass_Process_CustomMissileTakeoff
0x662720	RocketLocomotionClass_Process_CruiseMissileRaise
0x66295a	RocketLocomotionClass_Process_IsHighEnoughForCruise
0x662fd5	RocketLocomotionClass_Process_OffMap
0x667a1d	RulesClass_CTOR
0x667a30	RulesClass_DTOR
0x668bf0	RulesClass_Addition
0x668f6a	RulesData_InitializeAfterAllLoaded
0x6744e4	RulesClass_ReadJumpjetControls_Extra
0x675205	RulesClass_Save_Suffix
0x675210	RulesClass_SaveLoad_Prefix
0x678841	RulesClass_Load_Suffix
0x679a10	SideClass_LoadAllFromINI
0x679a15	RulesData_LoadBeforeTypeData
0x679caf	RulesData_LoadAfterTypeData
0x67cef0	ScenarioClass_SaveGame_AdjustMPSaveFileName
0x67cf16	ScenarioClass_SaveGame_CopySpawnIni
0x67cf64	ScenarioClass_SaveGame_IncrementMPSaveIndex
0x67d04e	GameSave_SavegameInformation
0x67d32c	SaveGame_Phobos
0x67e44d	LoadGame_SetFlag
0x67e685	LoadGame_PostSwizzle_Phobos
0x67e68a	LoadGame_UnsetFlag
0x67e6da	LoadGame_AfterInit_DetermineNextMPSaveIndex
0x67e826	LoadGame_Phobos
0x67fdb1	LoadOptionsClass_GetFileInfo
0x683549	ScenarioClass_CTOR
0x683e41	ScenarioClass_Start_ShowBriefing
0x683e7f	ScenarioClass_Start_Optimizations
0x683f66	PauseGame_ShowBriefing
0x684cb7	Scen_Waypoint_Call_1
0x685354	ClearLotsOfShit_GlobalVariable
0x6855e4	Scen_Waypoint_Call_2
0x685659	Scenario_ClearClasses
0x685a38	ScenarioClass_sub_685670_SetNextScenario
0x685d95	DoWin_ShowBriefing
0x685eb1	PhobosSaveVariables
0x686092	DoLose_RetryDialogForCampaigns
0x6870d7	ReadScenario_MissionINI
0x6874e7	ScenarioClass_ReadINI_CellParsed
0x6876c2	ReadScenarioINI_Inlined_ReadGlobalVariables
0x687b18	ScenarioClass_ReadINI_StartTracking
0x6883b7	ScenStruct_ScenStruct_1
0x68843b	ScenStruct_ScenStruct_2
0x688f8c	ScenarioClass_ScanPlaceUnit_CheckMovement
0x68927b	ScenarioClass_ScanPlaceUnit_CheckMovement2
0x689310	ScenarioClass_SaveLoad_Prefix
0x68945b	ScenarioClass_Save_Suffix
0x689669	ScenarioClass_Load_Suffix
0x689670	ScenarioClass_SetGlobalToByID
0x689760	ScenarioClass_GetGlobalStateByID
0x689880	ScenarioClass_ReadGlobalVariables
0x689910	ScenarioClass_SetLocalToByID
0x689a00	ScenarioClass_GetLocalStateByID
0x689b20	ScenarioClass_ReadLocalVariables
0x689eb0	ScenarioClass_ReadMap_SkipHeaderInCampaign
0x68ad0c	ScenarioClass_ReadMap_SetEVAIndex
0x68ad2f	ScenarioClass_LoadFromINI
0x68af45	Scen_Waypoint_Call_4
0x68afe7	Scen_Waypoint_Call_3
0x68bcc0	ScenarioClass_Get_Waypoint_Location
0x68bce4	ScenarioClass_Get_Waypoint_Cell_0
0x68bd08	ScenarioClass_Get_Waypoint
0x68bd60	ScenarioClass_Clear_All_Waypoints
0x68bd80	ScenarioClass_Is_Waypoint_Valid
0x68bdc0	ScenarioClass_ReadWaypoints
0x68be90	ScenarioClass_Write_Waypoints
0x68bf30	ScenarioClass_Set_Default_Waypoint
0x68bf50	ScenarioClass_Set_Waypoint
0x68bf74	ScenarioClass_Get_Waypoint_Cell
0x68bf90	ScenarioClass_Get_Waypoint_As_String
0x68c4c4	GenerateColorSpread_ShadeCountSet
0x692419	DisplayClass_ProcessClickCoords_SkipOnNewButtons
0x692ad6	ScrollClass_ChooseAction_SellWall
0x69a317	SessionClass_PlayerColorIndexToColorSchemeIndex
0x69bae7	SessionClass_Resume_CampaignGameSpeed
0x69fe4a	ShipLocomotionClass_Process_MakesWake
0x69ffb6	ShipLocomotionClass_Process_CheckUnload
0x6a0813	ShipLocomotionClass_WhileMoving_CrushSlowdown
0x6a108d	ShipLocomotionClass_WhileMoving_CrushTilt
0x6a4609	SideClass_CTOR
0x6a499f	SideClass_SDDTOR
0x6a4f0b	SidebarClass_CTOR
0x6a5082	SidebarClass_InitClear_InitializeNewButtons
0x6a5090	SidebarClass_InitPositions
0x6a51e9	SidebarClass_InitGUI
0x6a5395	SidebarClass_InitIO_InitRepairButton
0x6a5839	SidebarClass_InitIO_InitializeNewButtons
0x6a593e	SidebarClass_InitForHouse_AdditionalFiles
0x6a5ea1	SidebarClass_UnloadShapes_AdditionalFiles
0x6a5f6e	SidebarClass_6A5F20_TabIndex
0x6a614d	SidebarClass_6A6140_TabIndex
0x6a6316	SidebarClass_AddCameo_SuperWeapon_SWSidebar
0x6a633d	SidebarClass_AddCameo_TabIndex
0x6a6eb1	SidebarClass_DrawIt_ProducingProgress
0x6a78f6	SidebarClass_Update_ToggleRepair
0x6a7ae1	SidebarClass_Update_RepairButton
0x6a8463	StripClass_OperatorLessThan_CameoPriority
0x6a84db	StripClass_OperatorLessThan_SortCameoByNameSW
0x6a86ed	StripClass_OperatorLessThan_SortCameoByNameTechno
0x6a9316	SidebarClass_StripClass_HelpText
0x6a9789	StripClass_DrawStrip_NoGreyCameo
0x6a99f3	StripClass_Draw_DrawMissing
0x6a9c54	StripClass_DrawStrip_FindFactoryDehardCode
0x6aa790	StripClass_RecheckCameo_RemoveCameo
0x6aa88d	StripClass_RecheckCameo_FindFactoryDehardCode
0x6ab689	SelectClass_Action_SkipBuildingProductionCheck
0x6abc9d	SidebarClass_GetObjectTabIndex_Super
0x6ac5da	SidebarClass_Load_Suffix
0x6ac5e0	SidebarClass_SaveLoad_Prefix
0x6ac5ea	SidebarClass_Save_Suffix
0x6ac67a	SidebarClass_6AC5F0_TabIndex
0x6ac82f	SidebarClass_DTOR
0x6b0b9c	SlaveManagerClass_Killed_DecideOwner
0x6b0c2c	SlaveManagerClass_FreeSlaves_SlavesFreeSound
0x6b6d44	SpawnManagerClass_Init_Spawns
0x6b7265	SpawnManagerClass_AI_UpdateTimer
0x6b7282	SpawnManagerClass_AI_PromoteSpawns
0x6b72fe	SpawnerManagerClass_AI_MissileCheck
0x6b73b9	SpawnManagerClass_AI_SpawnTimer
0x6b74f0	SpawnManagerClass_AI_UseTurretFacing
0x6b75ac	SpawnManagerClass_AI_SetDestinationForMissiles
0x6b7600	SpawnManagerClass_AI_InitDestination
0x6b77b4	SpawnManagerClass_Update_RecycleSpawned
0x6b78d3	SpawnManagerClass_Update_Spawns
0x6b7ce4	SpawnManagerClass_UnlinkPointer_RemoveSpawnee
0x6b9d9c	RGB_PCX_Loader
0x6bd68d	WinMain_PhobosRegistrations
0x6beb7d	ScenarioClass_DTOR
0x6cb5eb	SuperClass_Grant_ShowTimer
0x6cbd2c	SuperClass_AI_UseWeeds
0x6cbef4	SuperClass_AnimStage_UseWeeds
0x6cc1e6	SuperClass_SetSWCharge_UseWeeds
0x6cc390	SuperClass_Launch
0x6cde40	SuperClass_Place_FireExt
0x6ce6f6	SuperWeaponTypeClass_CTOR
0x6cee43	SuperWeaponTypeClass_LoadFromINI
0x6cefe0	SuperWeaponTypeClass_SDDTOR
0x6d3d10	TacticalClass_Render_BeforeAll
0x6d4455	Tactical_Render_UpdateLightSources
0x6d4656	TacticalClass_Draw_Veinhole
0x6d4684	TacticalClass_Draw_FlyingStrings
0x6d4992	TacticalClass_Render_DrawMissionTimer_TimeLeft
0x6d4a10	TacticalClass_Render_DrawSuperTimer_PercentageTimer
0x6d4b03	TacticalClass_Render_DrawBlackoutTimer_TimeLeft
0x6d4b25	TacticalClass_Render_Banner
0x6d4b50	PrintTimerOnTactical_Start
0x6d4c68	PrintTimerOnTactical_End
0x6d4cd9	PrintTimerOnTactical_BlinkColor
0x6d528a	TacticalClass_DrawPlacement_PlacementPreview
0x6d57c1	TacticalClass_DrawLaserFencePlacement_BuildableTerrain
0x6d6070	Tactical_SetTacticalPosition
0x6d9076	TacticalClass_RenderLayers_DrawBefore
0x6d9781	Tactical_RenderLayers_DrawInfoTipAndSpiedSelection
0x6daab2	TacticalClass_DrawRallyPointLines_NoUndeployBlyat
0x6dbe63	TacticalClass_DrawRadialIndicators_WeaponRange
0x6dbe74	Tactical_SuperLinesCircles_ShowDesignatorRange
0x6dbea3	TacticalClass_DrawRadialIndicator_Building_Extras
0x6dd8b0	TActionClass_Execute
0x6e2368	TActionClass_PlayAnimAt
0x6e2ea7	TActionClass_Retint_LightSourceFix
0x6e427d	TActionClass_CreateBuildingAt
0x6e8b46	TeamClass_CTOR
0x6e8ec6	TeamClass_DTOR
0x6e9443	TeamClass_AI
0x6e95b3	TeamClass_AI_MoveToCell
0x6ea6be	TeamClass_CanAddMember_Consideration
0x6ea870	TeamClass_LiberateMember_Start
0x6ea8e7	TeamClass_LiberateMember_Consideration
0x6ead73	TeamClass_RecruitMember_Consideration
0x6ed6e5	TeamClass_TMission_Deploy_DeploysInto
0x6ef57f	TeamClass_GetTaskForceMissingMemberTypes_Consideration
0x6efefb	TMission_ChronoShiftToBuilding_SuperWeapons
0x6f0008	TMission_ChronoShiftToBuilding_SWIndex
0x6f01b0	TMission_ChronoShiftToTarget_SuperWeapons
0x6f02ad	TMission_ChronoShiftToTarget_SWIndex
0x6f08e6	TeamTypeClass_CTOR
0x6f1528	TeamTypeClass_LoadFromINI
0x6f20d0	TeamTypeClass_DTOR
0x6f3339	TechnoClass_WhatWeaponShouldIUse_Interceptor
0x6f3360	TechnoClass_WhatWeaponShouldIUse_MultiWeapon
0x6f33cd	TechnoClass_WhatWeaponShouldIUse_ForceFire
0x6f3428	TechnoClass_WhatWeaponShouldIUse_ForceWeapon
0x6f3432	TechnoClass_WhatWeaponShouldIUse_Gattling
0x6f348f	TechnoClass_WhatWeaponShouldIUse_Airstrike
0x6f3528	TechnoClass_WhatWeaponShouldIUse_IsLocomotor
0x6f36db	TechnoClass_WhatWeaponShouldIUse
0x6f37eb	TechnoClass_WhatWeaponShouldIUse_AntiAir
0x6f398e	TechnoClass_CombatDamage_MultiWeapon
0x6f3aeb	TechnoClass_GetFLH
0x6f3e6e	TechnoClass_ActionLines_TurretMultiOffset
0x6f421c	TechnoClass_Init_DefaultDisguise
0x6f42f7	TechnoClass_Init
0x6f4500	TechnoClass_DTOR
0x6f4bb3	TechnoClass_ReceiveCommand_RequestUntether
0x6f4c50	TechnoClass_ReceiveCommand_NotifyUnlink
0x6f4d1a	TechnoClass_ReceiveCommand_Repair
0x6f5201	TechnoClass_DrawExtras_IvanBombImage
0x6f534e	TechnoClass_DrawExtras_Insignia
0x6f5e37	TechnoClass_DrawExtras_DrawHealthBar
0x6f64a9	TechnoClass_DrawHealthBar_Hide
0x6f65d1	TechnoClass_DrawHealthBar_Buildings
0x6f6637	TechnoClass_DrawHealthBar_HideBuildingsPips
0x6f67e8	TechnoClass_DrawHealthBar_PermanentPipScale
0x6f683c	TechnoClass_DrawHealthBar_Units
0x6f6ac4	TechnoClass_Limbo
0x6f6bc9	TechnoClass_Limbo_AddTracking
0x6f6d85	TechnoClass_Unlimbo_RemoveTracking
0x6f6d9e	TechnoClass_Unlimbo_BuildingStartFacing
0x6f6dee	TechnoClass_Unlimbo_BarrelFacingBugFix
0x6f7248	TechnoClass_InRange_WeaponRange
0x6f7261	TechnoClass_InRange_SetContext
0x6f7294	TechnoClass_InRange_OccupyRange
0x6f72d2	TechnoClass_IsCloseEnoughToTarget_OpenTopped_RangeBonus
0x6f737f	TechnoClass_InRange_WeaponMinimumRange
0x6f7481	TechnoClass_Targeting_ApplyGravity
